"행정구역별","품목별","항목","단위","2013 년",
"전  국","기타 가방","완제품 연말재고액[백만원]","백만원","806",
"전  국","케이스(가죽 및 섬유제)","사업체수[개]","개","45",
"전  국","케이스(가죽 및 섬유제)","생산액[백만원]","백만원","532066",
"전  국","케이스(가죽 및 섬유제)","출하금액[백만원]","백만원","526712",
"전  국","케이스(가죽 및 섬유제)","완제품 연말재고액[백만원]","백만원","13326",
"전  국","산업용 가죽제품","사업체수[개]","개","3",
"전  국","산업용 가죽제품","생산액[백만원]","백만원","23131",
"전  국","산업용 가죽제품","출하금액[백만원]","백만원","23271",
"전  국","산업용 가죽제품","완제품 연말재고액[백만원]","백만원","474",
"전  국","가정용 가죽제품","사업체수[개]","개","15",
"전  국","가정용 가죽제품","생산액[백만원]","백만원","143037",
"전  국","가정용 가죽제품","출하금액[백만원]","백만원","142724",
"전  국","가정용 가죽제품","완제품 연말재고액[백만원]","백만원","2661",
"전  국","남자용 구두(단화 포함)","사업체수[개]","개","51",
"전  국","남자용 구두(단화 포함)","생산액[백만원]","백만원","317875",
"전  국","남자용 구두(단화 포함)","출하금액[백만원]","백만원","312167",
"전  국","남자용 구두(단화 포함)","완제품 연말재고액[백만원]","백만원","71076",
"전  국","여자용 구두(단화 포함)","사업체수[개]","개","118",
"전  국","여자용 구두(단화 포함)","생산액[백만원]","백만원","429902",
"전  국","여자용 구두(단화 포함)","출하금액[백만원]","백만원","413402",
"전  국","여자용 구두(단화 포함)","완제품 연말재고액[백만원]","백만원","79622",
"전  국","아동용 구두(단화 포함)","사업체수[개]","개","4",
"전  국","아동용 구두(단화 포함)","생산액[백만원]","백만원","28265",
"전  국","아동용 구두(단화 포함)","출하금액[백만원]","백만원","27030",
"전  국","아동용 구두(단화 포함)","완제품 연말재고액[백만원]","백만원","8027",
"전  국","가죽 장화","사업체수[개]","개","8",
"전  국","가죽 장화","생산액[백만원]","백만원","24120",
"전  국","가죽 장화","출하금액[백만원]","백만원","23034",
"전  국","가죽 장화","완제품 연말재고액[백만원]","백만원","1586",
"전  국","고무장화","사업체수[개]","개","7",
"전  국","고무장화","생산액[백만원]","백만원","20509",
"전  국","고무장화","출하금액[백만원]","백만원","20356",
"전  국","고무장화","완제품 연말재고액[백만원]","백만원","698",
"전  국","프라스틱 및 고무제 운동화","사업체수[개]","개","4",
"전  국","프라스틱 및 고무제 운동화","생산액[백만원]","백만원","20931",
"전  국","프라스틱 및 고무제 운동화","출하금액[백만원]","백만원","20753",
"전  국","프라스틱 및 고무제 운동화","완제품 연말재고액[백만원]","백만원","757",
"전  국","기타 플라스틱 및 고무제 신발","사업체수[개]","개","10",
"전  국","기타 플라스틱 및 고무제 신발","생산액[백만원]","백만원","18973",
"전  국","기타 플라스틱 및 고무제 신발","출하금액[백만원]","백만원","18469",
"전  국","기타 플라스틱 및 고무제 신발","완제품 연말재고액[백만원]","백만원","2590",
"전  국","직물슬리퍼","사업체수[개]","개","2",
"전  국","직물슬리퍼","생산액[백만원]","백만원","...",
"전  국","직물슬리퍼","출하금액[백만원]","백만원","...",
"전  국","직물슬리퍼","완제품 연말재고액[백만원]","백만원","...",
"전  국","플라스틱 및 고무 슬리퍼","사업체수[개]","개","9",
"전  국","플라스틱 및 고무 슬리퍼","생산액[백만원]","백만원","35032",
"전  국","플라스틱 및 고무 슬리퍼","출하금액[백만원]","백만원","35739",
"전  국","플라스틱 및 고무 슬리퍼","완제품 연말재고액[백만원]","백만원","3450",
"전  국","가죽 슬리퍼","사업체수[개]","개","4",
"전  국","가죽 슬리퍼","생산액[백만원]","백만원","10610",
"전  국","가죽 슬리퍼","출하금액[백만원]","백만원","10561",
"전  국","가죽 슬리퍼","완제품 연말재고액[백만원]","백만원","1010",
"전  국","운동화","사업체수[개]","개","53",
"전  국","운동화","생산액[백만원]","백만원","375502",
"전  국","운동화","출하금액[백만원]","백만원","368767",
"전  국","운동화","완제품 연말재고액[백만원]","백만원","25190",
"전  국","가죽 등산화","사업체수[개]","개","7",
"전  국","가죽 등산화","생산액[백만원]","백만원","270793",
"전  국","가죽 등산화","출하금액[백만원]","백만원","264231",
"전  국","가죽 등산화","완제품 연말재고액[백만원]","백만원","102377",
"전  국","가죽 샌달","사업체수[개]","개","10",
"전  국","가죽 샌달","생산액[백만원]","백만원","28271",
"전  국","가죽 샌달","출하금액[백만원]","백만원","28556",
"전  국","가죽 샌달","완제품 연말재고액[백만원]","백만원","1057",
"전  국","기타 직물갑피제 또는 가죽갑피제 신발","사업체수[개]","개","29",
"전  국","기타 직물갑피제 또는 가죽갑피제 신발","생산액[백만원]","백만원","93205",
"전  국","기타 직물갑피제 또는 가죽갑피제 신발","출하금액[백만원]","백만원","94189",
"전  국","기타 직물갑피제 또는 가죽갑피제 신발","완제품 연말재고액[백만원]","백만원","4751",
"전  국","스포츠화","사업체수[개]","개","11",
"전  국","스포츠화","생산액[백만원]","백만원","51904",
"전  국","스포츠화","출하금액[백만원]","백만원","57213",
"전  국","스포츠화","완제품 연말재고액[백만원]","백만원","8918",
"전  국","기타 재료제의 신발","사업체수[개]","개","1",
"전  국","기타 재료제의 신발","생산액[백만원]","백만원","...",
"전  국","기타 재료제의 신발","출하금액[백만원]","백만원","...",
"전  국","기타 재료제의 신발","완제품 연말재고액[백만원]","백만원","...",
"전  국","가죽제 신발부분품","사업체수[개]","개","37",
"전  국","가죽제 신발부분품","생산액[백만원]","백만원","143003",
"전  국","가죽제 신발부분품","출하금액[백만원]","백만원","141913",
"전  국","가죽제 신발부분품","완제품 연말재고액[백만원]","백만원","3690",
"전  국","플라스틱 및 고무제 운동화부분품","사업체수[개]","개","44",
"전  국","플라스틱 및 고무제 운동화부분품","생산액[백만원]","백만원","147991",
"전  국","플라스틱 및 고무제 운동화부분품","출하금액[백만원]","백만원","147626",
"전  국","플라스틱 및 고무제 운동화부분품","완제품 연말재고액[백만원]","백만원","5368",
"전  국","기타 플라스틱 및 고무제 신발부분품","사업체수[개]","개","43",
"전  국","기타 플라스틱 및 고무제 신발부분품","생산액[백만원]","백만원","95491",
"전  국","기타 플라스틱 및 고무제 신발부분품","출하금액[백만원]","백만원","95248",
"전  국","기타 플라스틱 및 고무제 신발부분품","완제품 연말재고액[백만원]","백만원","2605",
"전  국","기타 재료제의 신발부분품","사업체수[개]","개","21",
"전  국","기타 재료제의 신발부분품","생산액[백만원]","백만원","44477",
"전  국","기타 재료제의 신발부분품","출하금액[백만원]","백만원","44878",
"전  국","기타 재료제의 신발부분품","완제품 연말재고액[백만원]","백만원","997",
"전  국","목재 및 나무제품 제조업;가구제외","사업체수[개]","개","879",
"전  국","목재 및 나무제품 제조업;가구제외","생산액[백만원]","백만원","4495549",
"전  국","목재 및 나무제품 제조업;가구제외","출하금액[백만원]","백만원","4474833",
"전  국","목재 및 나무제품 제조업;가구제외","완제품 연말재고액[백만원]","백만원","272181",
"전  국","소각재","사업체수[개]","개","17",
"전  국","소각재","생산액[백만원]","백만원","79960",
"전  국","소각재","출하금액[백만원]","백만원","79719",
"전  국","소각재","완제품 연말재고액[백만원]","백만원","3810",
"전  국","각재","사업체수[개]","개","116",
"전  국","각재","생산액[백만원]","백만원","659000",
"전  국","각재","출하금액[백만원]","백만원","651620",
"전  국","각재","완제품 연말재고액[백만원]","백만원","38570",
"전  국","판재","사업체수[개]","개","29",
"전  국","판재","생산액[백만원]","백만원","63142",
"전  국","판재","출하금액[백만원]","백만원","62317",
"전  국","판재","완제품 연말재고액[백만원]","백만원","7140",
"전  국","제재부산물","사업체수[개]","개","20",
"전  국","제재부산물","생산액[백만원]","백만원","22465",
"전  국","제재부산물","출하금액[백만원]","백만원","22478",
"전  국","제재부산물","완제품 연말재고액[백만원]","백만원","246",
"전  국","마루용 판재","사업체수[개]","개","11",
"전  국","마루용 판재","생산액[백만원]","백만원","111728",
"전  국","마루용 판재","출하금액[백만원]","백만원","110338",
"전  국","마루용 판재","완제품 연말재고액[백만원]","백만원","8647",
"전  국","우드몰딩","사업체수[개]","개","23",
"전  국","우드몰딩","생산액[백만원]","백만원","140794",
"전  국","우드몰딩","출하금액[백만원]","백만원","140714",
"전  국","우드몰딩","완제품 연말재고액[백만원]","백만원","6380",
"전  국","궤도용 침목","사업체수[개]","개","1",
"전  국","궤도용 침목","생산액[백만원]","백만원","...",
"전  국","궤도용 침목","출하금액[백만원]","백만원","...",
"전  국","궤도용 침목","완제품 연말재고액[백만원]","백만원","...",
"전  국","목모와 목분","사업체수[개]","개","12",
"전  국","목모와 목분","생산액[백만원]","백만원","34043",
"전  국","목모와 목분","출하금액[백만원]","백만원","34635",
"전  국","목모와 목분","완제품 연말재고액[백만원]","백만원","2713",
"전  국","칩상 또는 삭편상의 목재","사업체수[개]","개","16",
"전  국","칩상 또는 삭편상의 목재","생산액[백만원]","백만원","64806",
"전  국","칩상 또는 삭편상의 목재","출하금액[백만원]","백만원","64973",
"전  국","칩상 또는 삭편상의 목재","완제품 연말재고액[백만원]","백만원","946",
"전  국","기타 표면가공목재","사업체수[개]","개","14",
"전  국","기타 표면가공목재","생산액[백만원]","백만원","39281",
"전  국","기타 표면가공목재","출하금액[백만원]","백만원","39198",
"전  국","기타 표면가공목재","완제품 연말재고액[백만원]","백만원","2417",
"전  국","표면처리 및 방부처리목재","사업체수[개]","개","29",
"전  국","표면처리 및 방부처리목재","생산액[백만원]","백만원","136259",
"전  국","표면처리 및 방부처리목재","출하금액[백만원]","백만원","134999",
"전  국","표면처리 및 방부처리목재","완제품 연말재고액[백만원]","백만원","3905",
"전  국","단판","사업체수[개]","개","6",
"전  국","단판","생산액[백만원]","백만원","36577",
"전  국","단판","출하금액[백만원]","백만원","34860",
"전  국","단판","완제품 연말재고액[백만원]","백만원","7168",
"전  국","일반 합판","사업체수[개]","개","15",
"전  국","일반 합판","생산액[백만원]","백만원","331088",
"전  국","일반 합판","출하금액[백만원]","백만원","326885",
"전  국","일반 합판","완제품 연말재고액[백만원]","백만원","38307",
"전  국","가공합판","사업체수[개]","개","33",
"전  국","가공합판","생산액[백만원]","백만원","278508",
"전  국","가공합판","출하금액[백만원]","백만원","275472",
"전  국","가공합판","완제품 연말재고액[백만원]","백만원","15784",
"전  국","파티클보드(PB)","사업체수[개]","개","12",
"전  국","파티클보드(PB)","생산액[백만원]","백만원","101917",
"전  국","파티클보드(PB)","출하금액[백만원]","백만원","102214",
"전  국","파티클보드(PB)","완제품 연말재고액[백만원]","백만원","8188",
"전  국","MDF(중밀도섬유판)","사업체수[개]","개","14",
"전  국","MDF(중밀도섬유판)","생산액[백만원]","백만원","432768",
"전  국","MDF(중밀도섬유판)","출하금액[백만원]","백만원","440636",
"전  국","MDF(중밀도섬유판)","완제품 연말재고액[백만원]","백만원","45816",
"전  국","강화마루","사업체수[개]","개","3",
"전  국","강화마루","생산액[백만원]","백만원","24213",
"전  국","강화마루","출하금액[백만원]","백만원","20550",
"전  국","강화마루","완제품 연말재고액[백만원]","백만원","8740",
"전  국","재생목재","사업체수[개]","개","13",
"전  국","재생목재","생산액[백만원]","백만원","27090",
"전  국","재생목재","출하금액[백만원]","백만원","26488",
"전  국","재생목재","완제품 연말재고액[백만원]","백만원","3453",
"전  국","목재의 창문 및 창문틀","사업체수[개]","개","18",
"전  국","목재의 창문 및 창문틀","생산액[백만원]","백만원","72581",
"전  국","목재의 창문 및 창문틀","출하금액[백만원]","백만원","74194",
"전  국","목재의 창문 및 창문틀","완제품 연말재고액[백만원]","백만원","3248",
"전  국","목재의 문 및 문틀","사업체수[개]","개","40",
"전  국","목재의 문 및 문틀","생산액[백만원]","백만원","226430",
"전  국","목재의 문 및 문틀","출하금액[백만원]","백만원","225688",
"전  국","목재의 문 및 문틀","완제품 연말재고액[백만원]","백만원","9885",
"전  국","목재 패널","사업체수[개]","개","33",
"전  국","목재 패널","생산액[백만원]","백만원","268659",
"전  국","목재 패널","출하금액[백만원]","백만원","266570",
"전  국","목재 패널","완제품 연말재고액[백만원]","백만원","17066",
"전  국","목재의 건물 부착물","사업체수[개]","개","39",
"전  국","목재의 건물 부착물","생산액[백만원]","백만원","129371",
"전  국","목재의 건물 부착물","출하금액[백만원]","백만원","128542",
"전  국","목재의 건물 부착물","완제품 연말재고액[백만원]","백만원","5893",
"전  국","목재 깔판류 및 기타 적재용 판","사업체수[개]","개","145",
"전  국","목재 깔판류 및 기타 적재용 판","생산액[백만원]","백만원","599463",
"전  국","목재 깔판류 및 기타 적재용 판","출하금액[백만원]","백만원","596798",
"전  국","목재 깔판류 및 기타 적재용 판","완제품 연말재고액[백만원]","백만원","17143",
"전  국","목재통 및 관련 부품","사업체수[개]","개","12",
"전  국","목재통 및 관련 부품","생산액[백만원]","백만원","23452",
"전  국","목재통 및 관련 부품","출하금액[백만원]","백만원","23437",
"전  국","목재통 및 관련 부품","완제품 연말재고액[백만원]","백만원","258",
"전  국","목재의 포장 및 운반용 상자","사업체수[개]","개","133",
"전  국","목재의 포장 및 운반용 상자","생산액[백만원]","백만원","435914",
"전  국","목재의 포장 및 운반용 상자","출하금액[백만원]","백만원","434988",
"전  국","목재의 포장 및 운반용 상자","완제품 연말재고액[백만원]","백만원","8030",
"전  국","목재의 케이블드럼","사업체수[개]","개","8",
"전  국","목재의 케이블드럼","생산액[백만원]","백만원","34763",
"전  국","목재의 케이블드럼","출하금액[백만원]","백만원","34930",
"전  국","목재의 케이블드럼","완제품 연말재고액[백만원]","백만원","390",
"전  국","목재도구 및 부품","사업체수[개]","개","5",
"전  국","목재도구 및 부품","생산액[백만원]","백만원","8199",
"전  국","목재도구 및 부품","출하금액[백만원]","백만원","8199",
"전  국","목재도구 및 부품","완제품 연말재고액[백만원]","백만원","0",
"전  국","주방용 또는 식탁용 목제품","사업체수[개]","개","10",
"전  국","주방용 또는 식탁용 목제품","생산액[백만원]","백만원","20940",
"전  국","주방용 또는 식탁용 목제품","출하금액[백만원]","백만원","21144",
"전  국","주방용 또는 식탁용 목제품","완제품 연말재고액[백만원]","백만원","569",
"전  국","목재 그림틀 및 사진틀","사업체수[개]","개","9",
"전  국","목재 그림틀 및 사진틀","생산액[백만원]","백만원","9334",
"전  국","목재 그림틀 및 사진틀","출하금액[백만원]","백만원","8992",
"전  국","목재 그림틀 및 사진틀","완제품 연말재고액[백만원]","백만원","2038",
"전  국","기타 장식용 목제품","사업체수[개]","개","13",
"전  국","기타 장식용 목제품","생산액[백만원]","백만원","18102",
"전  국","기타 장식용 목제품","출하금액[백만원]","백만원","18282",
"전  국","기타 장식용 목제품","완제품 연말재고액[백만원]","백만원","449",
"전  국","장의용 목관","사업체수[개]","개","5",
"전  국","장의용 목관","생산액[백만원]","백만원","11339",
"전  국","장의용 목관","출하금액[백만원]","백만원","11093",
"전  국","장의용 목관","완제품 연말재고액[백만원]","백만원","2447",
"전  국","기타 목제품","사업체수[개]","개","20",
"전  국","기타 목제품","생산액[백만원]","백만원","40673",
"전  국","기타 목제품","출하금액[백만원]","백만원","41293",
"전  국","기타 목제품","완제품 연말재고액[백만원]","백만원","1826",
"전  국","콜크 및 콜크제품","사업체수[개]","개","2",
"전  국","콜크 및 콜크제품","생산액[백만원]","백만원","...",
"전  국","콜크 및 콜크제품","출하금액[백만원]","백만원","...",
"전  국","콜크 및 콜크제품","완제품 연말재고액[백만원]","백만원","...",
"전  국","대나무 돗자리","사업체수[개]","개","1",
"전  국","대나무 돗자리","생산액[백만원]","백만원","...",
"전  국","대나무 돗자리","출하금액[백만원]","백만원","...",
"전  국","대나무 돗자리","완제품 연말재고액[백만원]","백만원","...",
"전  국","기타 조물제품","사업체수[개]","개","2",
"전  국","기타 조물제품","생산액[백만원]","백만원","...",
"전  국","기타 조물제품","출하금액[백만원]","백만원","...",
"전  국","기타 조물제품","완제품 연말재고액[백만원]","백만원","...",
"전  국","펄프, 종이 및 종이제품 제조업","사업체수[개]","개","1786",
"전  국","펄프, 종이 및 종이제품 제조업","생산액[백만원]","백만원","21606702",
"전  국","펄프, 종이 및 종이제품 제조업","출하금액[백만원]","백만원","21504710",
"전  국","펄프, 종이 및 종이제품 제조업","완제품 연말재고액[백만원]","백만원","882901",
"전  국","화학펄프","사업체수[개]","개","1",
"전  국","화학펄프","생산액[백만원]","백만원","...",
"전  국","화학펄프","출하금액[백만원]","백만원","...",
"전  국","화학펄프","완제품 연말재고액[백만원]","백만원","...",
"전  국","기타 펄프","사업체수[개]","개","2",
"전  국","기타 펄프","생산액[백만원]","백만원","...",
"전  국","기타 펄프","출하금액[백만원]","백만원","...",
"전  국","기타 펄프","완제품 연말재고액[백만원]","백만원","...",
"전  국","신문용지","사업체수[개]","개","9",
"전  국","신문용지","생산액[백만원]","백만원","1174164",
"전  국","신문용지","출하금액[백만원]","백만원","1175745",
"전  국","신문용지","완제품 연말재고액[백만원]","백만원","48866",
"전  국","백상지","사업체수[개]","개","15",
"전  국","백상지","생산액[백만원]","백만원","1301632",
"전  국","백상지","출하금액[백만원]","백만원","1272192",
"전  국","백상지","완제품 연말재고액[백만원]","백만원","108012",
"전  국","중질지","사업체수[개]","개","7",
"전  국","중질지","생산액[백만원]","백만원","240992",
"전  국","중질지","출하금액[백만원]","백만원","241272",
"전  국","중질지","완제품 연말재고액[백만원]","백만원","24323",
"전  국","박엽지","사업체수[개]","개","12",
"전  국","박엽지","생산액[백만원]","백만원","201206",
"전  국","박엽지","출하금액[백만원]","백만원","200699",
"전  국","박엽지","완제품 연말재고액[백만원]","백만원","15067",
"전  국","아트지","사업체수[개]","개","14",
"전  국","아트지","생산액[백만원]","백만원","2105680",
"전  국","아트지","출하금액[백만원]","백만원","2053957",
"전  국","아트지","완제품 연말재고액[백만원]","백만원","102378",
"전  국","정보용지","사업체수[개]","개","23",
"전  국","정보용지","생산액[백만원]","백만원","409366",
"전  국","정보용지","출하금액[백만원]","백만원","405953",
"전  국","정보용지","완제품 연말재고액[백만원]","백만원","23800",
"전  국","지폐용지","사업체수[개]","개","1",
"전  국","지폐용지","생산액[백만원]","백만원","...",
"전  국","지폐용지","출하금액[백만원]","백만원","...",
"전  국","지폐용지","완제품 연말재고액[백만원]","백만원","...",
"전  국","기타 인쇄 및 필기용지","사업체수[개]","개","15",
"전  국","기타 인쇄 및 필기용지","생산액[백만원]","백만원","62260",
"전  국","기타 인쇄 및 필기용지","출하금액[백만원]","백만원","61198",
"전  국","기타 인쇄 및 필기용지","완제품 연말재고액[백만원]","백만원","4867",
"전  국","크라프트지","사업체수[개]","개","15",
"전  국","크라프트지","생산액[백만원]","백만원","224141",
"전  국","크라프트지","출하금액[백만원]","백만원","220580",
"전  국","크라프트지","완제품 연말재고액[백만원]","백만원","22465",
"전  국","골판지원지","사업체수[개]","개","26",
"전  국","골판지원지","생산액[백만원]","백만원","1959377",
"전  국","골판지원지","출하금액[백만원]","백만원","1966099",
"전  국","골판지원지","완제품 연말재고액[백만원]","백만원","78878",
"전  국","백판지","사업체수[개]","개","7",
"전  국","백판지","생산액[백만원]","백만원","748529",
"전  국","백판지","출하금액[백만원]","백만원","751476",
"전  국","백판지","완제품 연말재고액[백만원]","백만원","31224",
"전  국","기타 판지","사업체수[개]","개","2",
"전  국","기타 판지","생산액[백만원]","백만원","...",
"전  국","기타 판지","출하금액[백만원]","백만원","...",
"전  국","기타 판지","완제품 연말재고액[백만원]","백만원","...",
"전  국","적층가공지(박지)","사업체수[개]","개","43",
"전  국","적층가공지(박지)","생산액[백만원]","백만원","418592",
"전  국","적층가공지(박지)","출하금액[백만원]","백만원","416313",
"전  국","적층가공지(박지)","완제품 연말재고액[백만원]","백만원","15015",
"전  국","포장지","사업체수[개]","개","41",
"전  국","포장지","생산액[백만원]","백만원","352687",
"전  국","포장지","출하금액[백만원]","백만원","348569",
"전  국","포장지","완제품 연말재고액[백만원]","백만원","14619",
"전  국","접착지","사업체수[개]","개","24",
"전  국","접착지","생산액[백만원]","백만원","122815",
"전  국","접착지","출하금액[백만원]","백만원","121583",
"전  국","접착지","완제품 연말재고액[백만원]","백만원","6015",
"전  국","기타 가공지","사업체수[개]","개","32",
"전  국","기타 가공지","생산액[백만원]","백만원","242448",
"전  국","기타 가공지","출하금액[백만원]","백만원","241238",
"전  국","기타 가공지","완제품 연말재고액[백만원]","백만원","20582",
"전  국","수제지","사업체수[개]","개","8",
"전  국","수제지","생산액[백만원]","백만원","20653",
"전  국","수제지","출하금액[백만원]","백만원","20457",
"전  국","수제지","완제품 연말재고액[백만원]","백만원","3929",
"전  국","위생용지","사업체수[개]","개","13",
"전  국","위생용지","생산액[백만원]","백만원","577458",
"전  국","위생용지","출하금액[백만원]","백만원","570311",
"전  국","위생용지","완제품 연말재고액[백만원]","백만원","21499",
"전  국","기타 종이 및 판지","사업체수[개]","개","10",
"전  국","기타 종이 및 판지","생산액[백만원]","백만원","100951",
"전  국","기타 종이 및 판지","출하금액[백만원]","백만원","101037",
"전  국","기타 종이 및 판지","완제품 연말재고액[백만원]","백만원","4563",
"전  국","골판지","사업체수[개]","개","47",
"전  국","골판지","생산액[백만원]","백만원","574845",
"전  국","골판지","출하금액[백만원]","백만원","574866",
"전  국","골판지","완제품 연말재고액[백만원]","백만원","7967",
"전  국","골판지 상자","사업체수[개]","개","511",
"전  국","골판지 상자","생산액[백만원]","백만원","3950194",
"전  국","골판지 상자","출하금액[백만원]","백만원","3951463",
"전  국","골판지 상자","완제품 연말재고액[백만원]","백만원","65142",
"전  국","기타 골판지제 관련제품","사업체수[개]","개","16",
"전  국","기타 골판지제 관련제품","생산액[백만원]","백만원","37619",
"전  국","기타 골판지제 관련제품","출하금액[백만원]","백만원","37939",
"전  국","기타 골판지제 관련제품","완제품 연말재고액[백만원]","백만원","498",
"전  국","종이 포대","사업체수[개]","개","36",
"전  국","종이 포대","생산액[백만원]","백만원","214750",
"전  국","종이 포대","출하금액[백만원]","백만원","215216",
"전  국","종이 포대","완제품 연말재고액[백만원]","백만원","5704",
"전  국","종이 가방","사업체수[개]","개","30",
"전  국","종이 가방","생산액[백만원]","백만원","128844",
"전  국","종이 가방","출하금액[백만원]","백만원","128263",
"전  국","종이 가방","완제품 연말재고액[백만원]","백만원","3903",
"전  국","판지상자 및 용기","사업체수[개]","개","124",
"전  국","판지상자 및 용기","생산액[백만원]","백만원","564699",
"전  국","판지상자 및 용기","출하금액[백만원]","백만원","563018",
"전  국","판지상자 및 용기","완제품 연말재고액[백만원]","백만원","10736",
"전  국","식품위생용 종이상자","사업체수[개]","개","21",
"전  국","식품위생용 종이상자","생산액[백만원]","백만원","106347",
"전  국","식품위생용 종이상자","출하금액[백만원]","백만원","106103",
"전  국","식품위생용 종이상자","완제품 연말재고액[백만원]","백만원","2963",
"전  국","식품용 종이용기","사업체수[개]","개","21",
"전  국","식품용 종이용기","생산액[백만원]","백만원","269438",
"전  국","식품용 종이용기","출하금액[백만원]","백만원","268354",
"전  국","식품용 종이용기","완제품 연말재고액[백만원]","백만원","9759",
"전  국","기타 종이상자 및 용기(판지 및 골판지 이외)","사업체수[개]","개","77",
"전  국","기타 종이상자 및 용기(판지 및 골판지 이외)","생산액[백만원]","백만원","403853",
"전  국","기타 종이상자 및 용기(판지 및 골판지 이외)","출하금액[백만원]","백만원","404621",
"전  국","기타 종이상자 및 용기(판지 및 골판지 이외)","완제품 연말재고액[백만원]","백만원","8434",
"전  국","지관(판지 및 골판지 이외)","사업체수[개]","개","85",
"전  국","지관(판지 및 골판지 이외)","생산액[백만원]","백만원","274026",
"전  국","지관(판지 및 골판지 이외)","출하금액[백만원]","백만원","274459",
"전  국","지관(판지 및 골판지 이외)","완제품 연말재고액[백만원]","백만원","5106",
"전  국","전자복사기용지(소매용)","사업체수[개]","개","22",
"전  국","전자복사기용지(소매용)","생산액[백만원]","백만원","62508",
"전  국","전자복사기용지(소매용)","출하금액[백만원]","백만원","61454",
"전  국","전자복사기용지(소매용)","완제품 연말재고액[백만원]","백만원","3760",
"전  국","노트류","사업체수[개]","개","31",
"전  국","노트류","생산액[백만원]","백만원","131276",
"전  국","노트류","출하금액[백만원]","백만원","133005",
"전  국","노트류","완제품 연말재고액[백만원]","백만원","12554",
"전  국","컴퓨터용지","사업체수[개]","개","21",
"전  국","컴퓨터용지","생산액[백만원]","백만원","140684",
"전  국","컴퓨터용지","출하금액[백만원]","백만원","140804",
"전  국","컴퓨터용지","완제품 연말재고액[백만원]","백만원","5745",
"전  국","앨범","사업체수[개]","개","16",
"전  국","앨범","생산액[백만원]","백만원","38372",
"전  국","앨범","출하금액[백만원]","백만원","38050",
"전  국","앨범","완제품 연말재고액[백만원]","백만원","2515",
"전  국","바인더","사업체수[개]","개","17",
"전  국","바인더","생산액[백만원]","백만원","52428",
"전  국","바인더","출하금액[백만원]","백만원","52198",
"전  국","바인더","완제품 연말재고액[백만원]","백만원","1818",
"전  국","사무용 봉투","사업체수[개]","개","20",
"전  국","사무용 봉투","생산액[백만원]","백만원","74538",
"전  국","사무용 봉투","출하금액[백만원]","백만원","74694",
"전  국","사무용 봉투","완제품 연말재고액[백만원]","백만원","1327",
"전  국","장부류","사업체수[개]","개","4",
"전  국","장부류","생산액[백만원]","백만원","10934",
"전  국","장부류","출하금액[백만원]","백만원","10831",
"전  국","장부류","완제품 연말재고액[백만원]","백만원","208",
"전  국","기타 문구용 종이제품","사업체수[개]","개","27",
"전  국","기타 문구용 종이제품","생산액[백만원]","백만원","86895",
"전  국","기타 문구용 종이제품","출하금액[백만원]","백만원","88337",
"전  국","기타 문구용 종이제품","완제품 연말재고액[백만원]","백만원","6129",
"전  국","화장지","사업체수[개]","개","78",
"전  국","화장지","생산액[백만원]","백만원","1149911",
"전  국","화장지","출하금액[백만원]","백만원","1147847",
"전  국","화장지","완제품 연말재고액[백만원]","백만원","30286",
"전  국","종이 타월","사업체수[개]","개","55",
"전  국","종이 타월","생산액[백만원]","백만원","355884",
"전  국","종이 타월","출하금액[백만원]","백만원","354005",
"전  국","종이 타월","완제품 연말재고액[백만원]","백만원","12946",
"전  국","종이 생리대","사업체수[개]","개","7",
"전  국","종이 생리대","생산액[백만원]","백만원","477567",
"전  국","종이 생리대","출하금액[백만원]","백만원","479429",
"전  국","종이 생리대","완제품 연말재고액[백만원]","백만원","15810",
"전  국","종이 기저귀","사업체수[개]","개","19",
"전  국","종이 기저귀","생산액[백만원]","백만원","676041",
"전  국","종이 기저귀","출하금액[백만원]","백만원","673346",
"전  국","종이 기저귀","완제품 연말재고액[백만원]","백만원","9946",
"전  국","기타 위생용 종이제품","사업체수[개]","개","6",
"전  국","기타 위생용 종이제품","생산액[백만원]","백만원","6034",
"전  국","기타 위생용 종이제품","출하금액[백만원]","백만원","6011",
"전  국","기타 위생용 종이제품","완제품 연말재고액[백만원]","백만원","25",
"전  국","종이벽지","사업체수[개]","개","24",
"전  국","종이벽지","생산액[백만원]","백만원","275923",
"전  국","종이벽지","출하금액[백만원]","백만원","271618",
"전  국","종이벽지","완제품 연말재고액[백만원]","백만원","27881",
"전  국","직물벽지","사업체수[개]","개","6",
"전  국","직물벽지","생산액[백만원]","백만원","91377",
"전  국","직물벽지","출하금액[백만원]","백만원","91967",
"전  국","직물벽지","완제품 연말재고액[백만원]","백만원","7500",
"전  국","장판지","사업체수[개]","개","1",
"전  국","장판지","생산액[백만원]","백만원","...",
"전  국","장판지","출하금액[백만원]","백만원","...",
"전  국","장판지","완제품 연말재고액[백만원]","백만원","...",
"전  국","여과지","사업체수[개]","개","14",
"전  국","여과지","생산액[백만원]","백만원","173176",
"전  국","여과지","출하금액[백만원]","백만원","172863",
"전  국","여과지","완제품 연말재고액[백만원]","백만원","5794",
"전  국","종이 라벨","사업체수[개]","개","63",
"전  국","종이 라벨","생산액[백만원]","백만원","498872",
"전  국","종이 라벨","출하금액[백만원]","백만원","498273",
"전  국","종이 라벨","완제품 연말재고액[백만원]","백만원","10714",
