"산업분류","항목","단위","2020 년",
"제재 및 목재 가공업","사업체수[개]","개","241",
"제재 및 목재 가공업","종사자수[명]","명","4230",
"제재 및 목재 가공업","급여총액[백만원]","백만원","158762",
"제재 및 목재 가공업","출하액[백만원]","백만원","1414987",
"제재 및 목재 가공업","주요생산비[백만원]","백만원","914730",
"제재 및 목재 가공업","부가가치[백만원]","백만원","502579",
"제재 및 목재 가공업","유형자산(연말)[백만원]","백만원","727348",
"일반 제재업","사업체수[개]","개","110",
"일반 제재업","종사자수[명]","명","1710",
"일반 제재업","급여총액[백만원]","백만원","63632",
"일반 제재업","출하액[백만원]","백만원","620863",
"일반 제재업","주요생산비[백만원]","백만원","442741",
"일반 제재업","부가가치[백만원]","백만원","173676",
"일반 제재업","유형자산(연말)[백만원]","백만원","265808",
"표면 가공 목재 및 특정 목적용 제재목 제조업","사업체수[개]","개","88",
"표면 가공 목재 및 특정 목적용 제재목 제조업","종사자수[명]","명","1762",
"표면 가공 목재 및 특정 목적용 제재목 제조업","급여총액[백만원]","백만원","65587",
"표면 가공 목재 및 특정 목적용 제재목 제조업","출하액[백만원]","백만원","524958",
"표면 가공 목재 및 특정 목적용 제재목 제조업","주요생산비[백만원]","백만원","283299",
"표면 가공 목재 및 특정 목적용 제재목 제조업","부가가치[백만원]","백만원","247902",
"표면 가공 목재 및 특정 목적용 제재목 제조업","유형자산(연말)[백만원]","백만원","325854",
"목재 보존, 방부처리, 도장 및 유사 처리업","사업체수[개]","개","43",
"목재 보존, 방부처리, 도장 및 유사 처리업","종사자수[명]","명","758",
"목재 보존, 방부처리, 도장 및 유사 처리업","급여총액[백만원]","백만원","29543",
"목재 보존, 방부처리, 도장 및 유사 처리업","출하액[백만원]","백만원","269166",
"목재 보존, 방부처리, 도장 및 유사 처리업","주요생산비[백만원]","백만원","188690",
"목재 보존, 방부처리, 도장 및 유사 처리업","부가가치[백만원]","백만원","81001",
"목재 보존, 방부처리, 도장 및 유사 처리업","유형자산(연말)[백만원]","백만원","135686",
"나무제품 제조업","사업체수[개]","개","564",
"나무제품 제조업","종사자수[명]","명","13450",
"나무제품 제조업","급여총액[백만원]","백만원","537507",
"나무제품 제조업","출하액[백만원]","백만원","4132458",
"나무제품 제조업","주요생산비[백만원]","백만원","2605709",
"나무제품 제조업","부가가치[백만원]","백만원","1513247",
"나무제품 제조업","유형자산(연말)[백만원]","백만원","3045384",
"박판, 합판 및 강화 목제품 제조업","사업체수[개]","개","108",
"박판, 합판 및 강화 목제품 제조업","종사자수[명]","명","3633",
"박판, 합판 및 강화 목제품 제조업","급여총액[백만원]","백만원","161562",
"박판, 합판 및 강화 목제품 제조업","출하액[백만원]","백만원","1838712",
"박판, 합판 및 강화 목제품 제조업","주요생산비[백만원]","백만원","1235806",
"박판, 합판 및 강화 목제품 제조업","부가가치[백만원]","백만원","584091",
"박판, 합판 및 강화 목제품 제조업","유형자산(연말)[백만원]","백만원","1730547",
"박판, 합판 및 유사 적층판 제조업","사업체수[개]","개","70",
"박판, 합판 및 유사 적층판 제조업","종사자수[명]","명","1551",
"박판, 합판 및 유사 적층판 제조업","급여총액[백만원]","백만원","70046",
"박판, 합판 및 유사 적층판 제조업","출하액[백만원]","백만원","761820",
"박판, 합판 및 유사 적층판 제조업","주요생산비[백만원]","백만원","529144",
"박판, 합판 및 유사 적층판 제조업","부가가치[백만원]","백만원","232074",
"박판, 합판 및 유사 적층판 제조업","유형자산(연말)[백만원]","백만원","673405",
"강화 및 재생 목재 제조업","사업체수[개]","개","38",
"강화 및 재생 목재 제조업","종사자수[명]","명","2082",
"강화 및 재생 목재 제조업","급여총액[백만원]","백만원","91516",
"강화 및 재생 목재 제조업","출하액[백만원]","백만원","1076892",
"강화 및 재생 목재 제조업","주요생산비[백만원]","백만원","706662",
"강화 및 재생 목재 제조업","부가가치[백만원]","백만원","352017",
"강화 및 재생 목재 제조업","유형자산(연말)[백만원]","백만원","1057142",
"건축용 나무제품 제조업","사업체수[개]","개","137",
"건축용 나무제품 제조업","종사자수[명]","명","3813",
"건축용 나무제품 제조업","급여총액[백만원]","백만원","151273",
"건축용 나무제품 제조업","출하액[백만원]","백만원","1032002",
"건축용 나무제품 제조업","주요생산비[백만원]","백만원","615930",
"건축용 나무제품 제조업","부가가치[백만원]","백만원","421907",
"건축용 나무제품 제조업","유형자산(연말)[백만원]","백만원","599516",
"목재문 및 관련제품 제조업","사업체수[개]","개","84",
"목재문 및 관련제품 제조업","종사자수[명]","명","2835",
"목재문 및 관련제품 제조업","급여총액[백만원]","백만원","111493",
"목재문 및 관련제품 제조업","출하액[백만원]","백만원","709478",
"목재문 및 관련제품 제조업","주요생산비[백만원]","백만원","419276",
"목재문 및 관련제품 제조업","부가가치[백만원]","백만원","290036",
"목재문 및 관련제품 제조업","유형자산(연말)[백만원]","백만원","479317",
"기타 건축용 나무제품 제조업","사업체수[개]","개","53",
"기타 건축용 나무제품 제조업","종사자수[명]","명","978",
"기타 건축용 나무제품 제조업","급여총액[백만원]","백만원","39780",
"기타 건축용 나무제품 제조업","출하액[백만원]","백만원","322524",
"기타 건축용 나무제품 제조업","주요생산비[백만원]","백만원","196654",
"기타 건축용 나무제품 제조업","부가가치[백만원]","백만원","131871",
"기타 건축용 나무제품 제조업","유형자산(연말)[백만원]","백만원","120199",
"목재 상자, 드럼 및 적재판 제조업","사업체수[개]","개","262",
"목재 상자, 드럼 및 적재판 제조업","종사자수[명]","명","4879",
"목재 상자, 드럼 및 적재판 제조업","급여총액[백만원]","백만원","190840",
"목재 상자, 드럼 및 적재판 제조업","출하액[백만원]","백만원","1110204",
"목재 상자, 드럼 및 적재판 제조업","주요생산비[백만원]","백만원","675082",
"목재 상자, 드럼 및 적재판 제조업","부가가치[백만원]","백만원","434177",
"목재 상자, 드럼 및 적재판 제조업","유형자산(연말)[백만원]","백만원","652785",
"목재 깔판류 및 기타 적재판 제조업","사업체수[개]","개","127",
"목재 깔판류 및 기타 적재판 제조업","종사자수[명]","명","2339",
"목재 깔판류 및 기타 적재판 제조업","급여총액[백만원]","백만원","89971",
"목재 깔판류 및 기타 적재판 제조업","출하액[백만원]","백만원","601983",
"목재 깔판류 및 기타 적재판 제조업","주요생산비[백만원]","백만원","393453",
"목재 깔판류 및 기타 적재판 제조업","부가가치[백만원]","백만원","206265",
"목재 깔판류 및 기타 적재판 제조업","유형자산(연말)[백만원]","백만원","326020",
"목재 포장용 상자, 드럼 및 유사용기 제조업","사업체수[개]","개","135",
"목재 포장용 상자, 드럼 및 유사용기 제조업","종사자수[명]","명","2540",
"목재 포장용 상자, 드럼 및 유사용기 제조업","급여총액[백만원]","백만원","100869",
"목재 포장용 상자, 드럼 및 유사용기 제조업","출하액[백만원]","백만원","508221",
"목재 포장용 상자, 드럼 및 유사용기 제조업","주요생산비[백만원]","백만원","281629",
"목재 포장용 상자, 드럼 및 유사용기 제조업","부가가치[백만원]","백만원","227912",
"목재 포장용 상자, 드럼 및 유사용기 제조업","유형자산(연말)[백만원]","백만원","326765",
"기타 나무제품 제조업","사업체수[개]","개","57",
"기타 나무제품 제조업","종사자수[명]","명","1125",
"기타 나무제품 제조업","급여총액[백만원]","백만원","33832",
"기타 나무제품 제조업","출하액[백만원]","백만원","151540",
"기타 나무제품 제조업","주요생산비[백만원]","백만원","78891",
"기타 나무제품 제조업","부가가치[백만원]","백만원","73072",
"기타 나무제품 제조업","유형자산(연말)[백만원]","백만원","62536",
"목재 도구 및 주방용 나무제품 제조업","사업체수[개]","개","16",
"목재 도구 및 주방용 나무제품 제조업","종사자수[명]","명","293",
"목재 도구 및 주방용 나무제품 제조업","급여총액[백만원]","백만원","8582",
"목재 도구 및 주방용 나무제품 제조업","출하액[백만원]","백만원","35809",
"목재 도구 및 주방용 나무제품 제조업","주요생산비[백만원]","백만원","19539",
"목재 도구 및 주방용 나무제품 제조업","부가가치[백만원]","백만원","16723",
"목재 도구 및 주방용 나무제품 제조업","유형자산(연말)[백만원]","백만원","17794",
"장식용 목제품 제조업","사업체수[개]","개","10",
"장식용 목제품 제조업","종사자수[명]","명","228",
"장식용 목제품 제조업","급여총액[백만원]","백만원","6405",
"장식용 목제품 제조업","출하액[백만원]","백만원","18888",
"장식용 목제품 제조업","주요생산비[백만원]","백만원","8003",
"장식용 목제품 제조업","부가가치[백만원]","백만원","11413",
"장식용 목제품 제조업","유형자산(연말)[백만원]","백만원","3395",
"그 외 기타 나무제품 제조업","사업체수[개]","개","31",
"그 외 기타 나무제품 제조업","종사자수[명]","명","604",
"그 외 기타 나무제품 제조업","급여총액[백만원]","백만원","18845",
"그 외 기타 나무제품 제조업","출하액[백만원]","백만원","96843",
"그 외 기타 나무제품 제조업","주요생산비[백만원]","백만원","51349",
"그 외 기타 나무제품 제조업","부가가치[백만원]","백만원","44936",
"그 외 기타 나무제품 제조업","유형자산(연말)[백만원]","백만원","41347",
"코르크 및 조물 제품 제조업","사업체수[개]","개","3",
"코르크 및 조물 제품 제조업","종사자수[명]","명","40",
"코르크 및 조물 제품 제조업","급여총액[백만원]","백만원","838",
"코르크 및 조물 제품 제조업","출하액[백만원]","백만원","5446",
"코르크 및 조물 제품 제조업","주요생산비[백만원]","백만원","3327",
"코르크 및 조물 제품 제조업","부가가치[백만원]","백만원","2092",
"코르크 및 조물 제품 제조업","유형자산(연말)[백만원]","백만원","451",
"코르크 및 조물 제품 제조업","사업체수[개]","개","3",
"코르크 및 조물 제품 제조업","종사자수[명]","명","40",
"코르크 및 조물 제품 제조업","급여총액[백만원]","백만원","838",
"코르크 및 조물 제품 제조업","출하액[백만원]","백만원","5446",
"코르크 및 조물 제품 제조업","주요생산비[백만원]","백만원","3327",
"코르크 및 조물 제품 제조업","부가가치[백만원]","백만원","2092",
"코르크 및 조물 제품 제조업","유형자산(연말)[백만원]","백만원","451",
"코르크 및 조물제품 제조업","사업체수[개]","개","3",
"코르크 및 조물제품 제조업","종사자수[명]","명","40",
"코르크 및 조물제품 제조업","급여총액[백만원]","백만원","838",
"코르크 및 조물제품 제조업","출하액[백만원]","백만원","5446",
"코르크 및 조물제품 제조업","주요생산비[백만원]","백만원","3327",
"코르크 및 조물제품 제조업","부가가치[백만원]","백만원","2092",
"코르크 및 조물제품 제조업","유형자산(연말)[백만원]","백만원","451",
"펄프, 종이 및 종이제품 제조업","사업체수[개]","개","1876",
"펄프, 종이 및 종이제품 제조업","종사자수[명]","명","58186",
"펄프, 종이 및 종이제품 제조업","급여총액[백만원]","백만원","2509613",
"펄프, 종이 및 종이제품 제조업","출하액[백만원]","백만원","23250712",
"펄프, 종이 및 종이제품 제조업","주요생산비[백만원]","백만원","14106636",
"펄프, 종이 및 종이제품 제조업","부가가치[백만원]","백만원","8972451",
"펄프, 종이 및 종이제품 제조업","유형자산(연말)[백만원]","백만원","12769500",
"펄프, 종이 및 판지 제조업","사업체수[개]","개","305",
"펄프, 종이 및 판지 제조업","종사자수[명]","명","15116",
"펄프, 종이 및 판지 제조업","급여총액[백만원]","백만원","775201",
"펄프, 종이 및 판지 제조업","출하액[백만원]","백만원","9362678",
"펄프, 종이 및 판지 제조업","주요생산비[백만원]","백만원","5709957",
"펄프, 종이 및 판지 제조업","부가가치[백만원]","백만원","3456992",
"펄프, 종이 및 판지 제조업","유형자산(연말)[백만원]","백만원","6144203",
"펄프 제조업","사업체수[개]","개","4",
"펄프 제조업","종사자수[명]","명","94",
"펄프 제조업","급여총액[백만원]","백만원","3883",
"펄프 제조업","출하액[백만원]","백만원","6054",
"펄프 제조업","주요생산비[백만원]","백만원","894",
"펄프 제조업","부가가치[백만원]","백만원","5160",
"펄프 제조업","유형자산(연말)[백만원]","백만원","1424",
"펄프 제조업","사업체수[개]","개","4",
"펄프 제조업","종사자수[명]","명","94",
"펄프 제조업","급여총액[백만원]","백만원","3883",
"펄프 제조업","출하액[백만원]","백만원","6054",
"펄프 제조업","주요생산비[백만원]","백만원","894",
"펄프 제조업","부가가치[백만원]","백만원","5160",
"펄프 제조업","유형자산(연말)[백만원]","백만원","1424",
"종이 및 판지 제조업","사업체수[개]","개","301",
"종이 및 판지 제조업","종사자수[명]","명","15022",
"종이 및 판지 제조업","급여총액[백만원]","백만원","771318",
"종이 및 판지 제조업","출하액[백만원]","백만원","9356624",
"종이 및 판지 제조업","주요생산비[백만원]","백만원","5709063",
"종이 및 판지 제조업","부가가치[백만원]","백만원","3451832",
"종이 및 판지 제조업","유형자산(연말)[백만원]","백만원","6142779",
"신문용지 제조업","사업체수[개]","개","8",
"신문용지 제조업","종사자수[명]","명","472",
"신문용지 제조업","급여총액[백만원]","백만원","28732",
"신문용지 제조업","출하액[백만원]","백만원","279017",
"신문용지 제조업","주요생산비[백만원]","백만원","180324",
"신문용지 제조업","부가가치[백만원]","백만원","94912",
"신문용지 제조업","유형자산(연말)[백만원]","백만원","189154",
"인쇄용 및 필기용 원지 제조업","사업체수[개]","개","60",
"인쇄용 및 필기용 원지 제조업","종사자수[명]","명","4635",
"인쇄용 및 필기용 원지 제조업","급여총액[백만원]","백만원","221362",
"인쇄용 및 필기용 원지 제조업","출하액[백만원]","백만원","3277770",
"인쇄용 및 필기용 원지 제조업","주요생산비[백만원]","백만원","2046624",
"인쇄용 및 필기용 원지 제조업","부가가치[백만원]","백만원","1196931",
"인쇄용 및 필기용 원지 제조업","유형자산(연말)[백만원]","백만원","2514976",
"크라프트지 및 상자용 판지 제조업","사업체수[개]","개","57",
"크라프트지 및 상자용 판지 제조업","종사자수[명]","명","4924",
"크라프트지 및 상자용 판지 제조업","급여총액[백만원]","백만원","276812",
"크라프트지 및 상자용 판지 제조업","출하액[백만원]","백만원","4093687",
"크라프트지 및 상자용 판지 제조업","주요생산비[백만원]","백만원","2435732",
"크라프트지 및 상자용 판지 제조업","부가가치[백만원]","백만원","1490068",
"크라프트지 및 상자용 판지 제조업","유형자산(연말)[백만원]","백만원","2705353",
"적층, 합성 및 특수표면처리 종이 제조업","사업체수[개]","개","154",
"적층, 합성 및 특수표면처리 종이 제조업","종사자수[명]","명","4196",
"적층, 합성 및 특수표면처리 종이 제조업","급여총액[백만원]","백만원","204707",
"적층, 합성 및 특수표면처리 종이 제조업","출하액[백만원]","백만원","1348367",
"적층, 합성 및 특수표면처리 종이 제조업","주요생산비[백만원]","백만원","812594",
"적층, 합성 및 특수표면처리 종이 제조업","부가가치[백만원]","백만원","541467",
"적층, 합성 및 특수표면처리 종이 제조업","유형자산(연말)[백만원]","백만원","613202",
"위생용 원지 제조업","사업체수[개]","개","13",
"위생용 원지 제조업","종사자수[명]","명","561",
"위생용 원지 제조업","급여총액[백만원]","백만원","30639",
"위생용 원지 제조업","출하액[백만원]","백만원","320345",
"위생용 원지 제조업","주요생산비[백만원]","백만원","218492",
"위생용 원지 제조업","부가가치[백만원]","백만원","106216",
"위생용 원지 제조업","유형자산(연말)[백만원]","백만원","106864",
"기타 종이 및 판지 제조업","사업체수[개]","개","9",
"기타 종이 및 판지 제조업","종사자수[명]","명","234",
"기타 종이 및 판지 제조업","급여총액[백만원]","백만원","9066",
"기타 종이 및 판지 제조업","출하액[백만원]","백만원","37438",
"기타 종이 및 판지 제조업","주요생산비[백만원]","백만원","15297",
"기타 종이 및 판지 제조업","부가가치[백만원]","백만원","22238",
"기타 종이 및 판지 제조업","유형자산(연말)[백만원]","백만원","13230",
"골판지, 종이 상자 및 종이 용기 제조업","사업체수[개]","개","1044",
"골판지, 종이 상자 및 종이 용기 제조업","종사자수[명]","명","26705",
"골판지, 종이 상자 및 종이 용기 제조업","급여총액[백만원]","백만원","1063831",
"골판지, 종이 상자 및 종이 용기 제조업","출하액[백만원]","백만원","8309650",
"골판지, 종이 상자 및 종이 용기 제조업","주요생산비[백만원]","백만원","5236471",
"골판지, 종이 상자 및 종이 용기 제조업","부가가치[백만원]","백만원","3076093",
"골판지, 종이 상자 및 종이 용기 제조업","유형자산(연말)[백만원]","백만원","4653754",
"골판지 및 골판지 가공제품 제조업","사업체수[개]","개","589",
"골판지 및 골판지 가공제품 제조업","종사자수[명]","명","15413",
"골판지 및 골판지 가공제품 제조업","급여총액[백만원]","백만원","645527",
"골판지 및 골판지 가공제품 제조업","출하액[백만원]","백만원","5710038",
"골판지 및 골판지 가공제품 제조업","주요생산비[백만원]","백만원","3683598",
"골판지 및 골판지 가공제품 제조업","부가가치[백만원]","백만원","2021436",
"골판지 및 골판지 가공제품 제조업","유형자산(연말)[백만원]","백만원","3318887",
"골판지 제조업","사업체수[개]","개","46",
"골판지 제조업","종사자수[명]","명","1808",
"골판지 제조업","급여총액[백만원]","백만원","84495",
"골판지 제조업","출하액[백만원]","백만원","933147",
"골판지 제조업","주요생산비[백만원]","백만원","636619",
"골판지 제조업","부가가치[백만원]","백만원","294802",
"골판지 제조업","유형자산(연말)[백만원]","백만원","565487",
"골판지 상자 및 가공제품 제조업","사업체수[개]","개","543",
"골판지 상자 및 가공제품 제조업","종사자수[명]","명","13605",
"골판지 상자 및 가공제품 제조업","급여총액[백만원]","백만원","561032",
"골판지 상자 및 가공제품 제조업","출하액[백만원]","백만원","4776891",
"골판지 상자 및 가공제품 제조업","주요생산비[백만원]","백만원","3046979",
"골판지 상자 및 가공제품 제조업","부가가치[백만원]","백만원","1726634",
"골판지 상자 및 가공제품 제조업","유형자산(연말)[백만원]","백만원","2753400",
"종이포대, 판지상자 및 종이용기 제조업","사업체수[개]","개","455",
"종이포대, 판지상자 및 종이용기 제조업","종사자수[명]","명","11292",
"종이포대, 판지상자 및 종이용기 제조업","급여총액[백만원]","백만원","418304",
"종이포대, 판지상자 및 종이용기 제조업","출하액[백만원]","백만원","2599612",
"종이포대, 판지상자 및 종이용기 제조업","주요생산비[백만원]","백만원","1552873",
"종이포대, 판지상자 및 종이용기 제조업","부가가치[백만원]","백만원","1054657",
"종이포대, 판지상자 및 종이용기 제조업","유형자산(연말)[백만원]","백만원","1334867",
"종이 포대 및 가방 제조업","사업체수[개]","개","93",
"종이 포대 및 가방 제조업","종사자수[명]","명","2718",
"종이 포대 및 가방 제조업","급여총액[백만원]","백만원","76117",
"종이 포대 및 가방 제조업","출하액[백만원]","백만원","425453",
"종이 포대 및 가방 제조업","주요생산비[백만원]","백만원","260600",
"종이 포대 및 가방 제조업","부가가치[백만원]","백만원","165297",
"종이 포대 및 가방 제조업","유형자산(연말)[백만원]","백만원","242465",
"판지 상자 및 용기 제조업","사업체수[개]","개","128",
"판지 상자 및 용기 제조업","종사자수[명]","명","3091",
"판지 상자 및 용기 제조업","급여총액[백만원]","백만원","123696",
"판지 상자 및 용기 제조업","출하액[백만원]","백만원","725872",
"판지 상자 및 용기 제조업","주요생산비[백만원]","백만원","416899",
"판지 상자 및 용기 제조업","부가가치[백만원]","백만원","310639",
"판지 상자 및 용기 제조업","유형자산(연말)[백만원]","백만원","422073",
"식품 위생용 종이 상자 및 용기 제조업","사업체수[개]","개","67",
"식품 위생용 종이 상자 및 용기 제조업","종사자수[명]","명","2135",
"식품 위생용 종이 상자 및 용기 제조업","급여총액[백만원]","백만원","92984",
"식품 위생용 종이 상자 및 용기 제조업","출하액[백만원]","백만원","656524",
"식품 위생용 종이 상자 및 용기 제조업","주요생산비[백만원]","백만원","418617",
"식품 위생용 종이 상자 및 용기 제조업","부가가치[백만원]","백만원","241565",
"식품 위생용 종이 상자 및 용기 제조업","유형자산(연말)[백만원]","백만원","294113",
"기타 종이 상자 및 용기 제조업","사업체수[개]","개","167",
"기타 종이 상자 및 용기 제조업","종사자수[명]","명","3348",
"기타 종이 상자 및 용기 제조업","급여총액[백만원]","백만원","125507",
"기타 종이 상자 및 용기 제조업","출하액[백만원]","백만원","791763",
"기타 종이 상자 및 용기 제조업","주요생산비[백만원]","백만원","456757",
"기타 종이 상자 및 용기 제조업","부가가치[백만원]","백만원","337156",
"기타 종이 상자 및 용기 제조업","유형자산(연말)[백만원]","백만원","376216",
"기타 종이 및 판지 제품 제조업","사업체수[개]","개","527",
"기타 종이 및 판지 제품 제조업","종사자수[명]","명","16365",
"기타 종이 및 판지 제품 제조업","급여총액[백만원]","백만원","670581",
"기타 종이 및 판지 제품 제조업","출하액[백만원]","백만원","5578384",
"기타 종이 및 판지 제품 제조업","주요생산비[백만원]","백만원","3160208",
"기타 종이 및 판지 제품 제조업","부가가치[백만원]","백만원","2439366",
"기타 종이 및 판지 제품 제조업","유형자산(연말)[백만원]","백만원","1971543",
"기타 종이 및 판지 제품 제조업","사업체수[개]","개","527",
"기타 종이 및 판지 제품 제조업","종사자수[명]","명","16365",
"기타 종이 및 판지 제품 제조업","급여총액[백만원]","백만원","670581",
"기타 종이 및 판지 제품 제조업","출하액[백만원]","백만원","5578384",
"기타 종이 및 판지 제품 제조업","주요생산비[백만원]","백만원","3160208",
"기타 종이 및 판지 제품 제조업","부가가치[백만원]","백만원","2439366",
"기타 종이 및 판지 제품 제조업","유형자산(연말)[백만원]","백만원","1971543",
"문구용 종이제품 제조업","사업체수[개]","개","149",
"문구용 종이제품 제조업","종사자수[명]","명","3972",
"문구용 종이제품 제조업","급여총액[백만원]","백만원","120159",
"문구용 종이제품 제조업","출하액[백만원]","백만원","672906",
"문구용 종이제품 제조업","주요생산비[백만원]","백만원","369214",
"문구용 종이제품 제조업","부가가치[백만원]","백만원","306353",
"문구용 종이제품 제조업","유형자산(연말)[백만원]","백만원","318030",
"위생용 종이제품 제조업","사업체수[개]","개","185",
"위생용 종이제품 제조업","종사자수[명]","명","6372",
"위생용 종이제품 제조업","급여총액[백만원]","백만원","311313",
"위생용 종이제품 제조업","출하액[백만원]","백만원","3233436",
"위생용 종이제품 제조업","주요생산비[백만원]","백만원","1805541",
"위생용 종이제품 제조업","부가가치[백만원]","백만원","1443378",
"위생용 종이제품 제조업","유형자산(연말)[백만원]","백만원","1033745",
"벽지 및 장판지 제조업","사업체수[개]","개","25",
"벽지 및 장판지 제조업","종사자수[명]","명","1133",
"벽지 및 장판지 제조업","급여총액[백만원]","백만원","54870",
"벽지 및 장판지 제조업","출하액[백만원]","백만원","409396",
"벽지 및 장판지 제조업","주요생산비[백만원]","백만원","229186",
"벽지 및 장판지 제조업","부가가치[백만원]","백만원","178627",
"벽지 및 장판지 제조업","유형자산(연말)[백만원]","백만원","129869",
"그 외 기타 종이 및 판지 제품 제조업","사업체수[개]","개","168",
"그 외 기타 종이 및 판지 제품 제조업","종사자수[명]","명","4888",
"그 외 기타 종이 및 판지 제품 제조업","급여총액[백만원]","백만원","184239",
"그 외 기타 종이 및 판지 제품 제조업","출하액[백만원]","백만원","1262646",
"그 외 기타 종이 및 판지 제품 제조업","주요생산비[백만원]","백만원","756267",
"그 외 기타 종이 및 판지 제품 제조업","부가가치[백만원]","백만원","511008",
"그 외 기타 종이 및 판지 제품 제조업","유형자산(연말)[백만원]","백만원","489899",
"인쇄 및 기록매체 복제업","사업체수[개]","개","1168",
"인쇄 및 기록매체 복제업","종사자수[명]","명","26859",
"인쇄 및 기록매체 복제업","급여총액[백만원]","백만원","1022748",
"인쇄 및 기록매체 복제업","출하액[백만원]","백만원","4912054",
"인쇄 및 기록매체 복제업","주요생산비[백만원]","백만원","2487260",
"인쇄 및 기록매체 복제업","부가가치[백만원]","백만원","2421187",
"인쇄 및 기록매체 복제업","유형자산(연말)[백만원]","백만원","3189127",
"인쇄 및 인쇄관련 산업","사업체수[개]","개","1162",
"인쇄 및 인쇄관련 산업","종사자수[명]","명","26712",
"인쇄 및 인쇄관련 산업","급여총액[백만원]","백만원","1016799",
"인쇄 및 인쇄관련 산업","출하액[백만원]","백만원","4878934",
"인쇄 및 인쇄관련 산업","주요생산비[백만원]","백만원","2469877",
"인쇄 및 인쇄관련 산업","부가가치[백만원]","백만원","2405611",
"인쇄 및 인쇄관련 산업","유형자산(연말)[백만원]","백만원","3182828",
"인쇄업","사업체수[개]","개","840",
"인쇄업","종사자수[명]","명","19072",
"인쇄업","급여총액[백만원]","백만원","729135",
"인쇄업","출하액[백만원]","백만원","3686734",
"인쇄업","주요생산비[백만원]","백만원","1920760",
"인쇄업","부가가치[백만원]","백만원","1766070",
"인쇄업","유형자산(연말)[백만원]","백만원","2413307",
"경 인쇄업","사업체수[개]","개","130",
"경 인쇄업","종사자수[명]","명","3061",
"경 인쇄업","급여총액[백만원]","백만원","106881",
"경 인쇄업","출하액[백만원]","백만원","468957",
"경 인쇄업","주요생산비[백만원]","백만원","216775",
"경 인쇄업","부가가치[백만원]","백만원","252388",
"경 인쇄업","유형자산(연말)[백만원]","백만원","298251",
"스크린 인쇄업","사업체수[개]","개","179",
"스크린 인쇄업","종사자수[명]","명","3828",
"스크린 인쇄업","급여총액[백만원]","백만원","130249",
"스크린 인쇄업","출하액[백만원]","백만원","545039",
"스크린 인쇄업","주요생산비[백만원]","백만원","257070",
"스크린 인쇄업","부가가치[백만원]","백만원","287984",
"스크린 인쇄업","유형자산(연말)[백만원]","백만원","349852",
"오프셋 인쇄업","사업체수[개]","개","365",
"오프셋 인쇄업","종사자수[명]","명","8398",
"오프셋 인쇄업","급여총액[백만원]","백만원","348282",
"오프셋 인쇄업","출하액[백만원]","백만원","1820934",
"오프셋 인쇄업","주요생산비[백만원]","백만원","1005441",
"오프셋 인쇄업","부가가치[백만원]","백만원","815368",
"오프셋 인쇄업","유형자산(연말)[백만원]","백만원","1260527",
"기타 인쇄업","사업체수[개]","개","166",
"기타 인쇄업","종사자수[명]","명","3785",
"기타 인쇄업","급여총액[백만원]","백만원","143723",
"기타 인쇄업","출하액[백만원]","백만원","851804",
"기타 인쇄업","주요생산비[백만원]","백만원","441474",
"기타 인쇄업","부가가치[백만원]","백만원","410330",
"기타 인쇄업","유형자산(연말)[백만원]","백만원","504677",
"인쇄관련 산업","사업체수[개]","개","322",
"인쇄관련 산업","종사자수[명]","명","7640",
"인쇄관련 산업","급여총액[백만원]","백만원","287664",
"인쇄관련 산업","출하액[백만원]","백만원","1192200",
"인쇄관련 산업","주요생산비[백만원]","백만원","549117",
"인쇄관련 산업","부가가치[백만원]","백만원","639541",
"인쇄관련 산업","유형자산(연말)[백만원]","백만원","769521",
"제판 및 조판업","사업체수[개]","개","133",
"제판 및 조판업","종사자수[명]","명","3717",
"제판 및 조판업","급여총액[백만원]","백만원","149184",
"제판 및 조판업","출하액[백만원]","백만원","687590",
"제판 및 조판업","주요생산비[백만원]","백만원","337713",
"제판 및 조판업","부가가치[백만원]","백만원","346362",
"제판 및 조판업","유형자산(연말)[백만원]","백만원","492222",
"제책업","사업체수[개]","개","126",
"제책업","종사자수[명]","명","2663",
"제책업","급여총액[백만원]","백만원","94218",
"제책업","출하액[백만원]","백만원","330113",
"제책업","주요생산비[백만원]","백만원","128207",
"제책업","부가가치[백만원]","백만원","201910",
"제책업","유형자산(연말)[백만원]","백만원","200895",
"기타 인쇄관련 산업","사업체수[개]","개","63",
"기타 인쇄관련 산업","종사자수[명]","명","1260",
"기타 인쇄관련 산업","급여총액[백만원]","백만원","44262",
"기타 인쇄관련 산업","출하액[백만원]","백만원","174497",
"기타 인쇄관련 산업","주요생산비[백만원]","백만원","83197",
"기타 인쇄관련 산업","부가가치[백만원]","백만원","91269",
"기타 인쇄관련 산업","유형자산(연말)[백만원]","백만원","76404",
"기록매체 복제업","사업체수[개]","개","6",
"기록매체 복제업","종사자수[명]","명","147",
"기록매체 복제업","급여총액[백만원]","백만원","5949",
"기록매체 복제업","출하액[백만원]","백만원","33120",
"기록매체 복제업","주요생산비[백만원]","백만원","17383",
"기록매체 복제업","부가가치[백만원]","백만원","15576",
"기록매체 복제업","유형자산(연말)[백만원]","백만원","6299",
"기록매체 복제업","사업체수[개]","개","6",
"기록매체 복제업","종사자수[명]","명","147",
"기록매체 복제업","급여총액[백만원]","백만원","5949",
"기록매체 복제업","출하액[백만원]","백만원","33120",
